"GHO","PUBLISHSTATE","YEAR","REGION","WORLDBANKINCOMEGROUP","COUNTRY","SEX","Display Value","Numeric","Low","High","Comments"
"WHOSIS_000002","PUBLISHED","2000","EMR","WB_HI","ARE","MLE","64","64.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","WB_UMI","ARG","FMLE","68","68.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","WB_UMI","ARG","BTSX","65","65.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","WB_LMI","ARM","BTSX","62","62.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EUR","WB_LMI","ARM","MLE","60","60.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AMR","WB_HI","ATG","BTSX","64","64.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","WPR","WB_HI","AUS","MLE","68","68.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","WB_HI","AUT","FMLE","71","71.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EUR","WB_HI","AUT","MLE","69","69.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EUR","WB_LMI","AZE","MLE","61","61.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","WB_LI","BDI","MLE","40","40.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AFR","WB_LI","BFA","FMLE","51","51.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","WB_UMI","BGR","FMLE","66","66.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","WB_UMI","BGR","BTSX","64","64.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EMR","WB_HI","BHR","BTSX","63","63.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EMR","WB_HI","BHR","FMLE","66","66.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EMR","WB_HI","BHR","BTSX","66","66.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","WB_UMI","BIH","MLE","64","64.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","WB_UMI","BIH","FMLE","68","68.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","WB_UMI","BLR","FMLE","66","66.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EUR","WB_UMI","BLR","MLE","59","59.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EUR","WB_UMI","BLR","FMLE","68","68.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","WB_LMI","BOL","MLE","53","53.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","WB_UMI","BRA","BTSX","61","61.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AMR","WB_UMI","BRA","MLE","62","62.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AMR","WB_HI","BRB","FMLE","69","69.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","WPR","WB_HI","BRN","FMLE","69","69.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","SEAR","WB_LMI","BTN","BTSX","52","52.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","WB_UMI","BWA","FMLE","41","41.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","WB_UMI","BWA","BTSX","41","41.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AFR","WB_UMI","BWA","FMLE","53","53.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AFR","WB_LI","CAF","MLE","43","43.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AFR","WB_LI","CAF","BTSX","43","43.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","WB_HI","CHE","MLE","68","68.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","WB_HI","CHE","FMLE","72","72.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EUR","WB_HI","CHE","MLE","71","71.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","WB_UMI","CHL","BTSX","68","68.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","WB_LMI","CIV","FMLE","42","42.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","WB_LMI","CMR","FMLE","44","44.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AFR","WB_LI","COD","MLE","43","43.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AFR","WB_LI","COD","FMLE","45","45.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AFR","WB_LI","COD","BTSX","44","44.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AFR","WB_LMI","COG","BTSX","50","50.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","WPR","WB_HI","COK","MLE","60","60.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","WPR","WB_HI","COK","BTSX","62","62.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AMR","WB_UMI","COL","MLE","66","66.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AMR","WB_UMI","COL","FMLE","70","70.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","WB_LMI","CPV","MLE","57","57.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","WB_UMI","CRI","BTSX","67","67.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","WB_HI","CZE","MLE","64","64.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","WB_HI","DEU","FMLE","71","71.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","WB_HI","DEU","BTSX","69","69.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","WB_UMI","DMA","FMLE","66","66.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EUR","WB_HI","DNK","MLE","69","69.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EMR","WB_LMI","EGY","MLE","60","60.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","WB_HI","ESP","MLE","68","68.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","WB_HI","ESP","FMLE","73","73.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","WB_HI","EST","MLE","58","58.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","WB_HI","EST","BTSX","63","63.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AFR","WB_LI","ETH","FMLE","56","56.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","WPR","WB_UMI","FJI","MLE","57","57.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","WPR","WB_UMI","FJI","FMLE","60","60.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","WB_HI","FRA","BTSX","70","70.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EUR","WB_HI","FRA","FMLE","74","74.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","WPR","WB_LMI","FSM","MLE","59","59.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","WPR","WB_LMI","FSM","FMLE","60","60.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","WPR","WB_LMI","FSM","BTSX","60","60.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","WB_UMI","GAB","FMLE","51","51.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","WB_HI","GBR","FMLE","70","70.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","WB_HI","GBR","BTSX","69","69.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","WB_LMI","GEO","BTSX","63","63.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EUR","WB_LMI","GEO","MLE","62","62.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EUR","WB_LMI","GEO","BTSX","65","65.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","WB_LI","GIN","FMLE","43","43.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","WB_HI","GRC","FMLE","71","71.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EUR","WB_HI","GRC","MLE","69","69.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AMR","WB_LMI","GTM","FMLE","65","65.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","WB_LMI","GUY","FMLE","58","58.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","WB_LMI","HND","BTSX","61","61.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AMR","WB_LMI","HND","MLE","62","62.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AMR","WB_LMI","HND","FMLE","65","65.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AMR","WB_LI","HTI","BTSX","52","52.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","WB_HI","HUN","FMLE","67","67.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","SEAR","WB_LMI","IND","FMLE","58","58.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","SEAR","WB_LMI","IND","BTSX","57","57.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EMR","WB_LMI","IRQ","BTSX","61","61.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","WB_HI","ISL","MLE","69","69.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","WB_HI","ISR","MLE","68","68.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","WB_HI","ISR","FMLE","71","71.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","WB_HI","ITA","BTSX","70","70.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EUR","WB_HI","ITA","BTSX","73","73.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AMR","WB_UMI","JAM","BTSX","64","64.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EMR","WB_LMI","JOR","FMLE","63","63.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","WPR","WB_HI","JPN","FMLE","76","76.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","WPR","WB_HI","JPN","MLE","72","72.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","WB_UMI","KAZ","BTSX","56","56.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EUR","WB_UMI","KAZ","MLE","56","56.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EUR","WB_UMI","KAZ","FMLE","64","64.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","WB_LI","KEN","MLE","45","45.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","WB_LI","KGZ","MLE","55","55.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","WPR","WB_LMI","KIR","FMLE","60","60.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EMR","WB_UMI","LBN","FMLE","66","66.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","WB_LI","LBR","BTSX","43","43.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EMR","WB_UMI","LBY","FMLE","65","65.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EMR","WB_UMI","LBY","BTSX","64","64.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","WB_UMI","LCA","MLE","62","62.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","WB_UMI","LCA","FMLE","65","65.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","WB_LMI","LSO","BTSX","42","42.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AFR","WB_LMI","LSO","MLE","42","42.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AFR","WB_LMI","LSO","FMLE","44","44.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AFR","WB_LMI","LSO","BTSX","43","43.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EUR","WB_UMI","LTU","BTSX","65","65.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","WB_HI","LUX","MLE","67","67.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","WB_HI","LUX","FMLE","71","71.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EUR","WB_UMI","LVA","MLE","61","61.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EMR","WB_LMI","MAR","MLE","60","60.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EUR","WB_LMI","MDA","MLE","59","59.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","WB_LI","MDG","BTSX","49","49.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AFR","WB_LI","MDG","BTSX","55","55.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","WPR","WB_LMI","MHL","MLE","57","57.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","WPR","WB_LMI","MHL","FMLE","61","61.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EUR","WB_UMI","MKD","BTSX","66","66.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","WB_LI","MLI","MLE","41","41.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EUR","WB_UMI","MNE","FMLE","67","67.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","WPR","WB_LMI","MNG","MLE","53","53.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","WPR","WB_LMI","MNG","FMLE","58","58.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","WB_LI","MOZ","BTSX","41","41.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AFR","WB_LI","MRT","FMLE","54","54.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","WB_LI","MWI","BTSX","38","38.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","WPR","WB_UMI","MYS","FMLE","66","66.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AFR","WB_UMI","NAM","FMLE","59","59.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","WB_LMI","NGA","BTSX","41","41.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","WB_LMI","NIC","BTSX","63","63.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","WPR","WB_LI","NIU","BTSX","64","64.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EUR","WB_HI","NOR","MLE","70","70.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","WPR","WB_HI","NRU","MLE","62","62.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","WB_UMI","PAN","MLE","64","64.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","WPR","WB_LMI","PHL","BTSX","60","60.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","WPR","WB_LMI","PNG","MLE","49","49.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EUR","WB_UMI","POL","FMLE","71","71.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","SEAR","WB_LI","PRK","FMLE","65","65.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","WB_HI","PRT","BTSX","68","68.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","WB_LMI","PRY","FMLE","66","66.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","WB_LMI","PRY","BTSX","64","64.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EMR","WB_HI","QAT","MLE","68","68.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","WB_UMI","ROU","MLE","60","60.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EUR","WB_UMI","ROU","BTSX","66","66.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","WB_UMI","RUS","FMLE","63","63.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","WB_UMI","RUS","BTSX","58","58.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EUR","WB_UMI","RUS","MLE","57","57.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","WB_LI","RWA","BTSX","40","40.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AFR","WB_LI","RWA","BTSX","55","55.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EMR","WB_HI","SAU","BTSX","65","65.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EMR","WB_LMI","SDN","MLE","48","48.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EMR","WB_LMI","SDN","FMLE","50","50.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","WB_LMI","SLV","BTSX","61","61.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AMR","WB_LMI","SLV","MLE","59","59.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EUR","WB_HI","SMR","BTSX","73","73.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EMR","WB_LI","SSD","FMLE","48","48.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EMR","WB_LI","SSD","BTSX","48","48.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AFR","WB_LMI","STP","BTSX","57","57.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EUR","WB_HI","SVK","FMLE","70","70.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EUR","WB_HI","SVN","FMLE","73","73.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","WB_LMI","SWZ","MLE","41","41.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","WB_LMI","SWZ","BTSX","41","41.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AFR","WB_UMI","SYC","MLE","63","63.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AFR","WB_UMI","SYC","BTSX","67","67.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","WB_LI","TGO","FMLE","47","47.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AFR","WB_LI","TGO","MLE","50","50.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EUR","WB_LMI","TKM","FMLE","57","57.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","SEAR","WB_LMI","TLS","BTSX","50","50.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","SEAR","WB_LMI","TLS","MLE","55","55.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","SEAR","WB_LMI","TLS","BTSX","57","57.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","WB_HI","TTO","FMLE","63","63.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","WB_HI","TTO","BTSX","60","60.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EUR","WB_UMI","TUR","MLE","63","63.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EUR","WB_UMI","TUR","FMLE","67","67.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","EUR","WB_UMI","TUR","BTSX","65","65.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","WB_LI","TZA","MLE","43","43.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","WB_LI","TZA","FMLE","44","44.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","WB_LI","TZA","BTSX","43","43.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AFR","WB_LI","TZA","MLE","51","51.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AFR","WB_LI","UGA","FMLE","50","50.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AFR","WB_LI","UGA","BTSX","49","49.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","WB_UMI","URY","FMLE","69","69.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","WB_UMI","URY","BTSX","66","66.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AMR","WB_HI","USA","FMLE","71","71.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","WB_UMI","VCT","MLE","59","59.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AMR","WB_UMI","VEN","MLE","62","62.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","WPR","WB_LI","VNM","BTSX","63","63.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","WPR","WB_LI","VNM","FMLE","69","69.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EMR","WB_LI","YEM","MLE","51","51.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EMR","WB_LI","YEM","BTSX","51","51.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AFR","WB_UMI","ZAF","MLE","49","49.00000","","",""
"WHOSIS_000002","PUBLISHED","2012","AFR","WB_LI","ZMB","BTSX","49","49.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","AFR","WB_LI","ZWE","FMLE","36","36.00000","","",""
"WHOSIS_000002","PUBLISHED","2000","EMR","WB_LI","AFG","MLE","45","45.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","EUR","WB_HI","AND","FMLE","81","81.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","EUR","WB_HI","AND","MLE","23","23.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","EMR","WB_HI","ARE","MLE","73","73.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","EMR","WB_HI","ARE","BTSX","72","72.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","EMR","WB_HI","ARE","BTSX","17","17.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","EMR","WB_HI","ARE","BTSX","20","20.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","AMR","WB_HI","ATG","BTSX","17","17.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","WPR","WB_HI","AUS","FMLE","80","80.00000","","",""
"WHOSIS_000001","PUBLISHED","2012","WPR","WB_HI","AUS","FMLE","85","85.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","WPR","WB_HI","AUS","MLE","24","24.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","EUR","WB_HI","AUT","MLE","20","20.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","EUR","WB_HI","BEL","MLE","73","73.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","WB_HI","BEL","MLE","75","75.00000","","",""
"WHOSIS_000001","PUBLISHED","2012","EUR","WB_HI","BEL","MLE","78","78.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","EUR","WB_HI","BEL","MLE","18","18.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","EUR","WB_HI","BEL","BTSX","22","22.00000","","",""
"WHOSIS_000001","PUBLISHED","2012","EMR","WB_HI","BHR","FMLE","78","78.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","AMR","WB_HI","BHS","BTSX","72","72.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","AMR","WB_HI","BHS","FMLE","23","23.00000","","",""
"WHOSIS_000001","PUBLISHED","2012","AMR","WB_HI","BRB","MLE","75","75.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","AMR","WB_HI","BRB","FMLE","77","77.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","AMR","WB_HI","BRB","FMLE","23","23.00000","","",""
"WHOSIS_000001","PUBLISHED","2012","WPR","WB_HI","BRN","BTSX","77","77.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","WPR","WB_HI","BRN","MLE","17","17.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","WPR","WB_HI","BRN","BTSX","21","21.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","AMR","WB_HI","CAN","BTSX","79","79.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","AMR","WB_HI","CAN","MLE","19","19.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","WB_HI","CHE","FMLE","83","83.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","EUR","WB_HI","CHE","FMLE","25","25.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","WPR","WB_HI","COK","FMLE","72","72.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","WPR","WB_HI","COK","FMLE","75","75.00000","","",""
"WHOSIS_000001","PUBLISHED","2012","WPR","WB_HI","COK","FMLE","78","78.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","WPR","WB_HI","COK","MLE","20","20.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","EUR","WB_HI","CYP","MLE","74","74.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","WB_HI","CYP","MLE","75","75.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","EUR","WB_HI","CYP","BTSX","24","24.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","EUR","WB_HI","CZE","MLE","68","68.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","WB_HI","CZE","MLE","72","72.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","EUR","WB_HI","CZE","BTSX","19","19.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","EUR","WB_HI","CZE","BTSX","21","21.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","WB_HI","DEU","FMLE","81","81.00000","","",""
"WHOSIS_000001","PUBLISHED","2012","EUR","WB_HI","DEU","FMLE","83","83.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","EUR","WB_HI","DEU","BTSX","76","76.00000","","",""
"WHOSIS_000001","PUBLISHED","2012","EUR","WB_HI","DEU","BTSX","81","81.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","EUR","WB_HI","DNK","BTSX","75","75.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","EUR","WB_HI","DNK","FMLE","22","22.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","EUR","WB_HI","ESP","MLE","19","19.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","EUR","WB_HI","ESP","MLE","21","21.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","EUR","WB_HI","ESP","FMLE","24","24.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","EUR","WB_HI","EST","MLE","64","64.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","WB_HI","EST","BTSX","71","71.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","EUR","WB_HI","EST","BTSX","19","19.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","EUR","WB_HI","FIN","MLE","71","71.00000","","",""
"WHOSIS_000001","PUBLISHED","2012","EUR","WB_HI","FIN","FMLE","84","84.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","EUR","WB_HI","FIN","BTSX","75","75.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","WB_HI","FIN","BTSX","78","78.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","EUR","WB_HI","FIN","FMLE","24","24.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","EUR","WB_HI","FIN","BTSX","24","24.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","WB_HI","FRA","FMLE","83","83.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","EUR","WB_HI","FRA","BTSX","78","78.00000","","",""
"WHOSIS_000015","PUBLISHED","2012","EUR","WB_HI","FRA","MLE","23","23.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","EUR","WB_HI","FRA","FMLE","26","26.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","WB_HI","GBR","MLE","76","76.00000","","",""
"WHOSIS_000001","PUBLISHED","1990","EUR","WB_HI","GBR","FMLE","79","79.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","EUR","WB_HI","GBR","FMLE","22","22.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","EUR","WB_HI","GBR","FMLE","23","23.00000","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","WB_HI","GNQ","MLE","49","49.00000","","",""
"WHOSIS_000015","PUBLISHED","1990","AFR","WB_HI","GNQ","MLE","14","14.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","AFR","WB_HI","GNQ","MLE","15","15.00000","","",""
"WHOSIS_000015","PUBLISHED","2000","AFR","WB_HI","GNQ","BTSX","15","15.00000","","",""
