"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","Display Value","Numeric","Low","High","Comments"
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","EUR","Europe","","NLD","Netherlands","","0.9","0.90000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","EUR","Europe","","FRA","France","","1.0","1.00000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","AUS","Australia","","1.1","1.10000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","EUR","Europe","","BEL","Belgium","","1.1","1.10000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","CHN","China","","1.1","1.10000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","EUR","Europe","","MCO","Monaco","","1.1","1.10000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","EUR","Europe","","POL","Poland","","1.1","1.10000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","EUR","Europe","","IRL","Ireland","","1.2","1.20000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","NZL","New Zealand","","1.2","1.20000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","EUR","Europe","","HRV","Croatia","","1.3","1.30000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","NRU","Nauru","","1.3","1.30000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","EUR","Europe","","FIN","Finland","","1.4","1.40000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","EUR","Europe","","PRT","Portugal","","1.4","1.40000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","EUR","Europe","","SVK","Slovakia","","1.4","1.40000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","EUR","Europe","","HUN","Hungary","","1.5","1.50000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","EUR","Europe","","GBR","United Kingdom of Great Britain and Northern Ireland","","1.5","1.50000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","EUR","Europe","","GRC","Greece","","1.6","1.60000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","EUR","Europe","","SRB","Serbia","","1.6","1.60000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","AMR","Americas","","CAN","Canada","","1.8","1.80000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","EUR","Europe","","TJK","Tajikistan","","1.8","1.80000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","EUR","Europe","","MKD","The former Yugoslav republic of Macedonia","","1.8","1.80000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","SEAR","South-East Asia","","BTN","Bhutan","","1.9","1.90000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","EUR","Europe","","BGR","Bulgaria","","1.9","1.90000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","EUR","Europe","","CYP","Cyprus","","2.0","2.00000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","AFR","Africa","","MWI","Malawi","","2.0","2.00000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","KOR","Republic of Korea","","2.0","2.00000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","EUR","Europe","","ARM","Armenia","","2.1","2.10000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","EUR","Europe","","ISR","Israel","","2.1","2.10000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","EUR","Europe","","ROU","Romania","","2.1","2.10000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","EUR","Europe","","AZE","Azerbaijan","","2.4","2.40000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","KHM","Cambodia","","2.4","2.40000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","MAR","Morocco","","2.5","2.50000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","SYR","Syrian Arab Republic","","2.5","2.50000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","AFR","Africa","","MUS","Mauritius","","2.7","2.70000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","EUR","Europe","","TUR","Turkey","","2.7","2.70000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","EUR","Europe","","MLT","Malta","","2.8","2.80000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","NIU","Niue","","2.8","2.80000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","JOR","Jordan","","2.9","2.90000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","VUT","Vanuatu","","2.9","2.90000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","SEAR","South-East Asia","","BGD","Bangladesh","","3.1","3.10000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","COK","Cook Islands","","3.1","3.10000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","PLW","Palau","","3.1","3.10000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","SEAR","South-East Asia","","NPL","Nepal","","3.3","3.30000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","AFR","Africa","","MOZ","Mozambique","","3.4","3.40000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","WSM","Samoa","","3.7","3.70000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","SEAR","South-East Asia","","LKA","Sri Lanka","","3.8","3.80000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","TUV","Tuvalu","","4.2","4.20000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","SEAR","South-East Asia","","IND","India","","4.3","4.30000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","AMR","Americas","","ATG","Antigua and Barbuda","","4.4","4.40000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","AMR","Americas","","CHL","Chile","","4.6","4.60000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","FSM","Micronesia (Federated States of)","","4.6","4.60000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","MHL","Marshall Islands","","4.7","4.70000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","TON","Tonga","","4.7","4.70000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","EUR","Europe","","GEO","Georgia","","4.8","4.80000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","AMR","Americas","","CUB","Cuba","","5.0","5.00000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","EUR","Europe","","UKR","Ukraine","","5.2","5.20000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","EUR","Europe","","EST","Estonia","","5.4","5.40000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","AMR","Americas","","USA","United States of America","","5.4","5.40000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","YEM","Yemen","","5.4","5.40000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","SEAR","South-East Asia","","THA","Thailand","","5.5","5.50000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","AMR","Americas","","ARG","Argentina","","6.0","6.00000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","EUR","Europe","","BLR","Belarus","","6.2","6.20000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","AMR","Americas","","GRD","Grenada","","6.2","6.20000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","EUR","Europe","","LTU","Lithuania","","6.7","6.70000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","AMR","Americas","","DMA","Dominica","","6.8","6.80000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","EUR","Europe","","LVA","Latvia","","7.0","7.00000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","AFR","Africa","","STP","Sao Tome and Principe","","7.2","7.20000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","AFR","Africa","","KEN","Kenya","","7.4","7.40000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","EUR","Europe","","MDA","Republic of Moldova","","7.5","7.50000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","AMR","Americas","","URY","Uruguay","","7.9","7.90000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","KIR","Kiribati","","8.2","8.20000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","AMR","Americas","","CRI","Costa Rica","","8.5","8.50000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","PAK","Pakistan","","8.9","8.90000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","EUR","Europe","","KGZ","Kyrgyzstan","","9.1","9.10000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","EUR","Europe","","KAZ","Kazakhstan","","9.2","9.20000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","AMR","Americas","","SUR","Suriname","","9.4","9.40000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","AFR","Africa","","SYC","Seychelles","","9.5","9.50000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","AMR","Americas","","PRY","Paraguay","","9.7","9.70000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","AMR","Americas","","BRB","Barbados","","9.8","9.80000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","MNG","Mongolia","","10.1","10.10000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","PNG","Papua New Guinea","","10.8","10.80000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","AMR","Americas","","PER","Peru","","11.0","11.00000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","AFR","Africa","","UGA","Uganda","","12.0","12.00000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","AFR","Africa","","BWA","Botswana","","12.4","12.40000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","AMR","Americas","","NIC","Nicaragua","","13.0","13.00000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","EUR","Europe","","RUS","Russian Federation","","13.1","13.10000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","AMR","Americas","","ECU","Ecuador","","13.8","13.80000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","AMR","Americas","","KNA","Saint Kitts and Nevis","","13.8","13.80000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","AMR","Americas","","BOL","Bolivia (Plurinational State of)","","13.9","13.90000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","AMR","Americas","","VCT","Saint Vincent and the Grenadines","","14.0","14.00000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","AMR","Americas","","LCA","Saint Lucia","","15.3","15.30000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","AMR","Americas","","PAN","Panama","","19.3","19.30000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","AFR","Africa","","SWZ","Swaziland","","19.4","19.40000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","AFR","Africa","","NAM","Namibia","","19.7","19.70000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","AMR","Americas","","GUY","Guyana","","20.2","20.20000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","AMR","Americas","","MEX","Mexico","","22.0","22.00000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","AMR","Americas","","DOM","Dominican Republic","","25.4","25.40000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","AMR","Americas","","BHS","Bahamas","","32.1","32.10000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","AMR","Americas","","BRA","Brazil","","32.4","32.40000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","AMR","Americas","","TTO","Trinidad and Tobago","","35.3","35.30000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","AFR","Africa","","ZAF","South Africa","","35.7","35.70000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","AMR","Americas","","GTM","Guatemala","","39.9","39.90000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","AMR","Americas","","COL","Colombia","","43.9","43.90000","","",""
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=4465","PUBLISHED","Published","","2012","2012","","AMR","Americas","","SLV","El Salvador","","43.9","43.90000","","",""
